"","site","sampling_round","bee","sociality","plant","pollen_units","uID"
"5443","Lord Stirling",3,"Xylocopa_virginica","fac_social","Apocynum_cannabinum",1,"MR15116"
"5444","Lord Stirling",3,"Xylocopa_virginica","fac_social","Eutrochium_maculatum",1,"MR15116"
"5445","Lord Stirling",3,"Xylocopa_virginica","fac_social","Pycnanthemum_tenuifolium",3,"MR15116"
"5446","Lord Stirling",3,"Bombus_impatiens","Eusocial","Apocynum_cannabinum",1,"MR15117"
"5447","Lord Stirling",3,"Bombus_impatiens","Eusocial","Pycnanthemum_tenuifolium",2,"MR15117"
"5448","Lord Stirling",3,"Bombus_impatiens","Eusocial","Securigera_varia",1,"MR15117"
"5449","Lord Stirling",3,"Bombus_impatiens","Eusocial","Pycnanthemum_tenuifolium",2,"MR15121"
"5450","Lord Stirling",3,"Bombus_perplexus","Eusocial","Eutrochium_maculatum",1,"MR15122"
"5451","Lord Stirling",3,"Bombus_griseocollis","Eusocial","Apocynum_cannabinum",1,"MR15124"
"5452","Lord Stirling",3,"Bombus_impatiens","Eusocial","Pycnanthemum_tenuifolium",1,"MR15125"
"5453","Lord Stirling",3,"Bombus_impatiens","Eusocial","Securigera_varia",1,"MR15125"
"5454","Lord Stirling",3,"Lasioglossum_paradmirandum","Eusocial","Pycnanthemum_tenuifolium",4,"MR15126"
"5455","Lord Stirling",3,"Hylaeus_affinis_modestus","Solitary","Pycnanthemum_tenuifolium",3,"MR15127"
"5456","Lord Stirling",3,"Halictus_ligatus","Eusocial","Achillea_millefolium",2,"MR15129"
"5457","Lord Stirling",3,"Halictus_ligatus","Eusocial","Rudbeckia_hirta",4,"MR15129"
"5458","Lord Stirling",3,"Halictus_ligatus","Eusocial","Achillea_millefolium",1,"MR15130"
"5459","Lord Stirling",3,"Halictus_ligatus","Eusocial","Eutrochium_maculatum",1,"MR15130"
"5460","Lord Stirling",3,"Halictus_ligatus","Eusocial","Achillea_millefolium",1,"MR15132"
"5461","Lord Stirling",3,"Halictus_ligatus","Eusocial","Rudbeckia_hirta",1,"MR15132"
"5462","Lord Stirling",3,"Halictus_ligatus","Eusocial","Achillea_millefolium",1,"MR15133"
"5463","Lord Stirling",3,"Halictus_ligatus","Eusocial","Eutrochium_maculatum",2,"MR15133"
"5464","Lord Stirling",3,"Halictus_ligatus","Eusocial","Achillea_millefolium",1,"MR15134"
"5465","Lord Stirling",3,"Halictus_ligatus","Eusocial","Eutrochium_maculatum",2,"MR15135"
"5466","Lord Stirling",3,"Halictus_ligatus","Eusocial","Rudbeckia_hirta",1,"MR15135"
"5467","Lord Stirling",3,"Halictus_ligatus","Eusocial","Eutrochium_maculatum",2,"MR15136"
"5468","Lord Stirling",3,"Halictus_ligatus","Eusocial","Rudbeckia_hirta",1,"MR15136"
"5469","Lord Stirling",3,"Halictus_ligatus","Eusocial","Eutrochium_maculatum",1,"MR15137"
"5470","Lord Stirling",3,"Lasioglossum_versatum","Eusocial","Pycnanthemum_tenuifolium",1,"MR15138"
"5471","Lord Stirling",3,"Lasioglossum_versatum","Eusocial","Rudbeckia_hirta",2,"MR15138"
"5472","Lord Stirling",3,"Bombus_impatiens","Eusocial","Apocynum_cannabinum",1,"MR15139"
"5473","Lord Stirling",3,"Bombus_griseocollis","Eusocial","Apocynum_cannabinum",2,"MR15141"
"5474","Lord Stirling",3,"Bombus_griseocollis","Eusocial","Apocynum_cannabinum",2,"MR15143"
"5475","Lord Stirling",3,"Halictus_ligatus","Eusocial","Achillea_millefolium",1,"MR15146"
"5476","Lord Stirling",3,"Halictus_ligatus","Eusocial","Eutrochium_maculatum",2,"MR15146"
"5477","Lord Stirling",3,"Halictus_ligatus","Eusocial","Rudbeckia_hirta",2,"MR15146"
"5478","Lord Stirling",3,"Halictus_ligatus","Eusocial","Achillea_millefolium",1,"MR15147"
"5479","Lord Stirling",3,"Halictus_ligatus","Eusocial","Eutrochium_maculatum",2,"MR15147"
"5480","Lord Stirling",3,"Halictus_ligatus","Eusocial","Rudbeckia_hirta",1,"MR15147"
"5481","Lord Stirling",3,"Halictus_ligatus","Eusocial","Eutrochium_maculatum",1,"MR15148"
"5482","Lord Stirling",3,"Halictus_ligatus","Eusocial","Rudbeckia_hirta",1,"MR15148"
"5483","Lord Stirling",3,"Ceratina_calcarata","fac_social","Eutrochium_maculatum",1,"MR15149"
"5484","Lord Stirling",3,"Lasioglossum_imitatum","Eusocial","Eutrochium_maculatum",1,"MR15150"
"5485","Lord Stirling",3,"Lasioglossum_imitatum","Eusocial","Monarda_fistulosa",1,"MR15150"
"5486","Lord Stirling",3,"Halictus_ligatus","Eusocial","Achillea_millefolium",2,"MR15151"
"5487","Lord Stirling",3,"Ceratina_calcarata","fac_social","Eutrochium_maculatum",1,"MR15154"
"5488","Lord Stirling",3,"Halictus_ligatus","Eusocial","Eutrochium_maculatum",1,"MR15155"
"5489","Lord Stirling",3,"Ceratina_calcarata","fac_social","Erigeron_strigosus",1,"MR15158"
"5490","Lord Stirling",3,"Hylaeus_mesillae","Solitary","Pycnanthemum_tenuifolium",4,"MR15160"
"5491","Lord Stirling",3,"Lasioglossum_paradmirandum","Eusocial","Pycnanthemum_tenuifolium",1,"MR15161"
"5492","Lord Stirling",3,"Hylaeus_mesillae","Solitary","Achillea_millefolium",1,"MR15162"
"5493","Lord Stirling",3,"Hylaeus_mesillae","Solitary","Pycnanthemum_tenuifolium",3,"MR15162"
"5494","Lord Stirling",3,"Lasioglossum_anomalum","Eusocial","Monarda_fistulosa",1,"MR15163"
"5495","Lord Stirling",3,"Halictus_ligatus","Eusocial","Achillea_millefolium",1,"MR15165"
"5496","Lord Stirling",3,"Halictus_ligatus","Eusocial","Rudbeckia_hirta",3,"MR15166"
"5497","Lord Stirling",3,"Lasioglossum_versatum","Eusocial","Pycnanthemum_tenuifolium",1,"MR15168"
"5498","Lord Stirling",3,"Lasioglossum_versatum","Eusocial","Rudbeckia_hirta",1,"MR15168"
"5499","Lord Stirling",3,"Halictus_ligatus","Eusocial","Pycnanthemum_tenuifolium",1,"MR15169"
"5500","Lord Stirling",3,"Halictus_ligatus","Eusocial","Rudbeckia_hirta",2,"MR15169"
"5501","Lord Stirling",3,"Ceratina_strenua","fac_social","Pycnanthemum_tenuifolium",1,"MR15171"
"5502","Lord Stirling",3,"Ceratina_strenua","fac_social","Rudbeckia_hirta",2,"MR15171"
"5503","Lord Stirling",3,"Ceratina_strenua","fac_social","Verbena_simplex",1,"MR15171"
"5504","Lord Stirling",3,"Hylaeus_affinis_modestus","Solitary","Pycnanthemum_tenuifolium",2,"MR15172"
"5505","Lord Stirling",3,"Hylaeus_mesillae","Solitary","Achillea_millefolium",1,"MR15173"
"5506","Lord Stirling",3,"Hylaeus_mesillae","Solitary","Apocynum_cannabinum",1,"MR15173"
"5507","Lord Stirling",3,"Hylaeus_mesillae","Solitary","Pycnanthemum_tenuifolium",2,"MR15173"
"5508","Lord Stirling",3,"Hylaeus_mesillae","Solitary","Pycnanthemum_tenuifolium",1,"MR15174"
"5509","Lord Stirling",3,"Hylaeus_mesillae","Solitary","Achillea_millefolium",1,"MR15175"
"5510","Lord Stirling",3,"Hylaeus_mesillae","Solitary","Pycnanthemum_tenuifolium",1,"MR15175"
"5511","Lord Stirling",3,"Hylaeus_mesillae","Solitary","Pycnanthemum_tenuifolium",3,"MR15176"
"5512","Lord Stirling",3,"Hylaeus_mesillae","Solitary","Pycnanthemum_tenuifolium",4,"MR15179"
"5513","Lord Stirling",3,"Hylaeus_mesillae","Solitary","Achillea_millefolium",1,"MR15180"
"5514","Lord Stirling",3,"Hylaeus_mesillae","Solitary","Pycnanthemum_tenuifolium",3,"MR15180"
"5515","Lord Stirling",3,"Halictus_ligatus","Eusocial","Eutrochium_maculatum",2,"MR15181"
"5516","Lord Stirling",3,"Halictus_ligatus","Eusocial","Rudbeckia_hirta",1,"MR15181"
"5517","Lord Stirling",3,"Halictus_ligatus","Eusocial","Rudbeckia_hirta",2,"MR15182"
"5518","Lord Stirling",3,"Halictus_ligatus","Eusocial","Rudbeckia_hirta",1,"MR15183"
"5519","Lord Stirling",3,"Halictus_ligatus","Eusocial","Achillea_millefolium",1,"MR15184"
"5520","Lord Stirling",3,"Halictus_ligatus","Eusocial","Eutrochium_maculatum",1,"MR15184"
"5521","Lord Stirling",3,"Halictus_ligatus","Eusocial","Achillea_millefolium",3,"MR15186"
"5522","Lord Stirling",3,"Halictus_ligatus","Eusocial","Rudbeckia_hirta",1,"MR15186"
"5523","Lord Stirling",3,"Halictus_ligatus","Eusocial","Achillea_millefolium",1,"MR15187"
"5524","Lord Stirling",3,"Halictus_ligatus","Eusocial","Eutrochium_maculatum",2,"MR15189"
"5525","Lord Stirling",3,"Halictus_ligatus","Eusocial","Rudbeckia_hirta",3,"MR15189"
"5526","Lord Stirling",3,"Halictus_ligatus","Eusocial","Achillea_millefolium",2,"MR15190"
"5527","Lord Stirling",3,"Halictus_ligatus","Eusocial","Rudbeckia_hirta",1,"MR15190"
"5528","Lord Stirling",3,"Halictus_ligatus","Eusocial","Rudbeckia_hirta",1,"MR15191"
"5529","Lord Stirling",3,"Halictus_ligatus","Eusocial","Eutrochium_maculatum",1,"MR15192"
"5530","Lord Stirling",3,"Halictus_ligatus","Eusocial","Achillea_millefolium",1,"MR15194"
"5531","Lord Stirling",3,"Halictus_ligatus","Eusocial","Eutrochium_maculatum",1,"MR15194"
"5532","Lord Stirling",3,"Halictus_ligatus","Eusocial","Rudbeckia_hirta",1,"MR15194"
"5533","Lord Stirling",3,"Bombus_impatiens","Eusocial","Monarda_fistulosa",1,"MR15195"
"5534","Lord Stirling",3,"Bombus_impatiens","Eusocial","Monarda_fistulosa",1,"MR15198"
"5535","Lord Stirling",3,"Augochloropsis_metallica","Solitary","Pycnanthemum_tenuifolium",3,"MR15199"
"5536","Lord Stirling",3,"Hylaeus_affinis_modestus","Solitary","Pycnanthemum_tenuifolium",1,"MR15200"
"5537","Lord Stirling",3,"Lasioglossum_paradmirandum","Eusocial","Pycnanthemum_tenuifolium",2,"MR15201"
"5538","Lord Stirling",3,"Lasioglossum_paradmirandum","Eusocial","Pycnanthemum_tenuifolium",2,"MR15202"
"5539","Lord Stirling",3,"Hylaeus_mesillae","Solitary","Pycnanthemum_tenuifolium",1,"MR15203"
"5540","Lord Stirling",3,"Hylaeus_mesillae","Solitary","Achillea_millefolium",1,"MR15205"
"5541","Lord Stirling",3,"Hylaeus_mesillae","Solitary","Pycnanthemum_tenuifolium",2,"MR15205"
"5542","Lord Stirling",3,"Bombus_griseocollis","Eusocial","Apocynum_cannabinum",1,"MR15209"
"5543","Lord Stirling",3,"Bombus_griseocollis","Eusocial","Apocynum_cannabinum",1,"MR15210"
"5544","Lord Stirling",3,"Bombus_griseocollis","Eusocial","Pycnanthemum_tenuifolium",2,"MR15210"
"5545","Lord Stirling",3,"Bombus_griseocollis","Eusocial","Securigera_varia",1,"MR15210"
"5546","Lord Stirling",3,"Hylaeus_mesillae","Solitary","Erigeron_strigosus",1,"MR15212"
"5547","Lord Stirling",3,"Hylaeus_mesillae","Solitary","Pycnanthemum_tenuifolium",3,"MR15212"
"5548","Lord Stirling",3,"Hylaeus_mesillae","Solitary","Achillea_millefolium",1,"MR15213"
"5549","Lord Stirling",3,"Hylaeus_mesillae","Solitary","Pycnanthemum_tenuifolium",1,"MR15213"
"5550","Lord Stirling",3,"Hylaeus_mesillae","Solitary","Pycnanthemum_tenuifolium",3,"MR15215"
"5551","Lord Stirling",3,"Hylaeus_mesillae","Solitary","Pycnanthemum_tenuifolium",1,"MR15216"
"5552","Lord Stirling",3,"Hylaeus_mesillae","Solitary","Pycnanthemum_tenuifolium",1,"MR15217"
"5553","IAS",4,"Halictus_ligatus","Eusocial","Daucus_carota",1,"MR15219"
"5554","IAS",4,"Halictus_ligatus","Eusocial","Liatris_spicata",2,"MR15219"
"5555","IAS",4,"Halictus_ligatus","Eusocial","Solidago_juncea",1,"MR15220"
"5556","IAS",4,"Halictus_ligatus","Eusocial","Daucus_carota",1,"MR15221"
"5557","IAS",4,"Halictus_ligatus","Eusocial","Liatris_spicata",1,"MR15221"
"5558","IAS",4,"Hylaeus_mesillae","Solitary","Daucus_carota",1,"MR15222"
"5559","IAS",4,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",1,"MR15226"
"5560","IAS",4,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",2,"MR15227"
"5561","IAS",4,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",1,"MR15228"
"5562","IAS",4,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",1,"MR15229"
"5563","IAS",4,"Bombus_impatiens","Eusocial","Heliopsis_helianthoides",2,"MR15230"
"5564","IAS",4,"Bombus_impatiens","Eusocial","Pycnanthemum_tenuifolium",1,"MR15230"
"5565","IAS",4,"Bombus_impatiens","Eusocial","Liatris_spicata",1,"MR15231"
"5566","IAS",4,"Bombus_impatiens","Eusocial","Pycnanthemum_tenuifolium",1,"MR15231"
"5567","IAS",4,"Ceratina_calcarata","fac_social","Liatris_spicata",3,"MR15232"
"5568","IAS",4,"Ceratina_strenua","fac_social","Liatris_spicata",1,"MR15233"
"5569","IAS",4,"Halictus_ligatus","Eusocial","Liatris_spicata",1,"MR15236"
"5570","IAS",4,"Halictus_ligatus","Eusocial","Pycnanthemum_tenuifolium",1,"MR15236"
"5571","IAS",4,"Halictus_ligatus","Eusocial","Heliopsis_helianthoides",1,"MR15237"
"5572","IAS",4,"Halictus_ligatus","Eusocial","Solidago_juncea",1,"MR15239"
"5573","IAS",4,"Halictus_ligatus","Eusocial","Solidago_juncea",1,"MR15245"
"5574","IAS",4,"Halictus_ligatus","Eusocial","Symphyotrichum_novae-angliae",1,"MR15245"
"5575","IAS",4,"Bombus_impatiens","Eusocial","Heliopsis_helianthoides",1,"MR15246"
"5576","IAS",4,"Bombus_impatiens","Eusocial","Liatris_spicata",1,"MR15246"
"5577","IAS",4,"Bombus_impatiens","Eusocial","Pycnanthemum_tenuifolium",1,"MR15246"
"5578","IAS",4,"Bombus_impatiens","Eusocial","Pycnanthemum_tenuifolium",1,"MR15247"
"5579","IAS",4,"Agapostemon_virescens","fac_social","Liatris_spicata",1,"MR15249"
"5580","IAS",4,"Augochlorella_aurata","Eusocial","Monarda_fistulosa",1,"MR15250"
"5581","IAS",4,"Ceratina_calcarata","fac_social","Liatris_spicata",1,"MR15251"
"5582","IAS",4,"Ceratina_calcarata","fac_social","Pycnanthemum_tenuifolium",1,"MR15251"
"5583","IAS",4,"Halictus_ligatus","Eusocial","Solidago_juncea",1,"MR15254"
"5584","IAS",4,"Halictus_ligatus","Eusocial","Pycnanthemum_tenuifolium",1,"MR15255"
"5585","IAS",4,"Halictus_ligatus","Eusocial","Rudbeckia_hirta",1,"MR15256"
"5586","IAS",4,"Halictus_ligatus","Eusocial","Liatris_spicata",1,"MR15257"
"5587","IAS",4,"Halictus_ligatus","Eusocial","Pycnanthemum_tenuifolium",1,"MR15257"
"5588","IAS",4,"Halictus_ligatus","Eusocial","Rudbeckia_hirta",1,"MR15257"
"5589","IAS",4,"Halictus_ligatus","Eusocial","Solidago_juncea",1,"MR15258"
"5590","IAS",4,"Halictus_ligatus","Eusocial","Solidago_juncea",1,"MR15261"
"5591","IAS",4,"Ceratina_calcarata","fac_social","Heliopsis_helianthoides",1,"MR15262"
"5592","IAS",4,"Ceratina_strenua","fac_social","Liatris_spicata",1,"MR15263"
"5593","IAS",4,"Ceratina_strenua","fac_social","Pycnanthemum_tenuifolium",1,"MR15263"
"5594","IAS",4,"Ceratina_strenua","fac_social","Symphyotrichum_novae-angliae",1,"MR15263"
"5595","IAS",4,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",1,"MR15264"
"5596","IAS",4,"Hylaeus_affinis_modestus","Solitary","Solidago_juncea",1,"MR15264"
"5597","IAS",4,"Bombus_griseocollis","Eusocial","Liatris_spicata",2,"MR15266"
"5598","IAS",4,"Halictus_ligatus","Eusocial","Liatris_spicata",1,"MR15267"
"5599","IAS",4,"Halictus_ligatus","Eusocial","Rudbeckia_hirta",2,"MR15267"
"5600","IAS",4,"Halictus_ligatus","Eusocial","Solidago_juncea",1,"MR15267"
"5601","IAS",4,"Halictus_ligatus","Eusocial","Solidago_juncea",1,"MR15268"
"5602","IAS",4,"Halictus_ligatus","Eusocial","Liatris_spicata",2,"MR15269"
"5603","IAS",4,"Halictus_ligatus","Eusocial","Pycnanthemum_tenuifolium",1,"MR15271"
"5604","IAS",4,"Halictus_ligatus","Eusocial","Rudbeckia_hirta",1,"MR15271"
"5605","IAS",4,"Halictus_ligatus","Eusocial","Solidago_juncea",1,"MR15271"
"5606","IAS",4,"Ceratina_calcarata","fac_social","Heliopsis_helianthoides",1,"MR15273"
"5607","IAS",4,"Ceratina_calcarata","fac_social","Liatris_spicata",1,"MR15274"
"5608","IAS",4,"Ceratina_calcarata","fac_social","Pycnanthemum_tenuifolium",1,"MR15274"
"5609","IAS",4,"Halictus_ligatus","Eusocial","Daucus_carota",1,"MR15275"
"5610","IAS",4,"Halictus_ligatus","Eusocial","Liatris_spicata",1,"MR15275"
"5611","IAS",4,"Halictus_ligatus","Eusocial","Solidago_juncea",1,"MR15275"
"5612","IAS",4,"Halictus_ligatus","Eusocial","Symphyotrichum_novae-angliae",1,"MR15276"
"5613","IAS",4,"Halictus_ligatus","Eusocial","Liatris_spicata",2,"MR15277"
"5614","IAS",4,"Halictus_ligatus","Eusocial","Solidago_juncea",1,"MR15277"
"5615","IAS",4,"Bombus_impatiens","Eusocial","Pycnanthemum_tenuifolium",4,"MR15278"
"5616","IAS",4,"Bombus_griseocollis","Eusocial","Liatris_spicata",1,"MR15283"
"5617","IAS",4,"Bombus_griseocollis","Eusocial","Monarda_fistulosa",2,"MR15283"
"5618","IAS",4,"Bombus_griseocollis","Eusocial","Liatris_spicata",2,"MR15285"
"5619","IAS",4,"Bombus_griseocollis","Eusocial","Liatris_spicata",1,"MR15288"
"5620","IAS",4,"Halictus_ligatus","Eusocial","Achillea_millefolium",1,"MR15289"
"5621","IAS",4,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",4,"MR15293"
"5622","IAS",4,"Lasioglossum_imitatum","Eusocial","Daucus_carota",2,"MR15299"
"5623","IAS",4,"Lasioglossum_imitatum","Eusocial","Liatris_spicata",1,"MR15299"
"5624","IAS",4,"Hylaeus_mesillae","Solitary","Daucus_carota",2,"MR15300"
"5625","IAS",4,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",2,"MR15301"
"5626","IAS",4,"Hylaeus_affinis_modestus","Solitary","Pycnanthemum_tenuifolium",1,"MR15301"
"5627","IAS",4,"Hylaeus_mesillae","Solitary","Daucus_carota",2,"MR15302"
"5628","IAS",4,"Lasioglossum_imitatum","Eusocial","Daucus_carota",2,"MR15303"
"5629","IAS",4,"Lasioglossum_imitatum","Eusocial","Liatris_spicata",1,"MR15303"
"5630","IAS",4,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",1,"MR15304"
"5631","IAS",4,"Hylaeus_mesillae","Solitary","Daucus_carota",3,"MR15305"
"5632","IAS",4,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",1,"MR15307"
"5633","IAS",4,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",6,"MR15310"
"5634","IAS",4,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",4,"MR15311"
"5635","IAS",4,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",2,"MR15312"
"5636","IAS",4,"Lasioglossum_imitatum","Eusocial","Daucus_carota",1,"MR15313"
"5637","IAS",4,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",1,"MR15314"
"5638","IAS",4,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",1,"MR15315"
"5639","IAS",4,"Hylaeus_affinis_modestus","Solitary","Hypericum_perforatum",1,"MR15315"
"5640","IAS",4,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",3,"MR15316"
"5641","IAS",4,"Lasioglossum_imitatum","Eusocial","Daucus_carota",2,"MR15317"
"5642","IAS",4,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",4,"MR15318"
"5643","IAS",4,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",4,"MR15319"
"5644","IAS",4,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",2,"MR15320"
"5645","IAS",4,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",1,"MR15321"
"5646","IAS",4,"Lasioglossum_imitatum","Eusocial","Daucus_carota",5,"MR15322"
"5647","IAS",4,"Lasioglossum_imitatum","Eusocial","Monarda_fistulosa",1,"MR15322"
"5648","IAS",4,"Lasioglossum_imitatum","Eusocial","Pycnanthemum_tenuifolium",1,"MR15322"
"5649","IAS",4,"Hylaeus_mesillae","Solitary","Daucus_carota",2,"MR15323"
"5650","Baldpate",4,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",1,"MR15324"
"5651","Baldpate",4,"Bombus_impatiens","Eusocial","Phytolacca_americana",1,"MR15325"
"5652","Baldpate",4,"Lasioglossum_cressonii","Eusocial","Verbascum_thapsus",2,"MR15326"
"5653","Baldpate",4,"Augochlora_pura","Solitary","Rudbeckia_hirta",1,"MR15328"
"5654","Baldpate",4,"Ceratina_calcarata","fac_social","Erigeron_strigosus",1,"MR15329"
"5655","Baldpate",4,"Ceratina_calcarata","fac_social","Rudbeckia_hirta",2,"MR15329"
"5656","Baldpate",4,"Ceratina_calcarata","fac_social","Rudbeckia_hirta",3,"MR15330"
"5657","Baldpate",4,"Ceratina_dupla","fac_social","Erigeron_strigosus",1,"MR15331"
"5658","Baldpate",4,"Ceratina_calcarata","fac_social","Rudbeckia_hirta",3,"MR15332"
"5659","Baldpate",4,"Ceratina_calcarata","fac_social","Erigeron_strigosus",1,"MR15333"
"5660","Baldpate",4,"Ceratina_calcarata","fac_social","Rudbeckia_hirta",2,"MR15333"
"5661","Baldpate",4,"Ceratina_strenua","fac_social","Rudbeckia_hirta",1,"MR15334"
"5662","Baldpate",4,"Bombus_impatiens","Eusocial","Phytolacca_americana",1,"MR15335"
"5663","Baldpate",4,"Bombus_impatiens","Eusocial","Rudbeckia_hirta",1,"MR15335"
"5664","Baldpate",4,"Augochloropsis_metallica","Solitary","Pycnanthemum_muticum",1,"MR15336"
"5665","Baldpate",4,"Ceratina_calcarata","fac_social","Rudbeckia_hirta",3,"MR15338"
"5666","Baldpate",4,"Ceratina_calcarata","fac_social","Rudbeckia_hirta",2,"MR15339"
"5667","Baldpate",4,"Ceratina_calcarata","fac_social","Erigeron_strigosus",1,"MR15340"
"5668","Baldpate",4,"Ceratina_calcarata","fac_social","Rudbeckia_hirta",3,"MR15340"
"5669","Baldpate",4,"Ceratina_calcarata","fac_social","Rudbeckia_hirta",3,"MR15341"
"5670","Baldpate",4,"Ceratina_calcarata","fac_social","Rudbeckia_hirta",2,"MR15342"
"5671","Baldpate",4,"Augochlora_pura","Solitary","Rudbeckia_hirta",2,"MR15346"
"5672","Baldpate",4,"Augochlorella_aurata","Eusocial","Asclepias_tuberosa",1,"MR15348"
"5673","Baldpate",4,"Ceratina_calcarata","fac_social","Rudbeckia_hirta",2,"MR15349"
"5674","Baldpate",4,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",1,"MR15352"
"5675","Baldpate",4,"Hylaeus_affinis_modestus","Solitary","Hypericum_perforatum",1,"MR15352"
"5676","Baldpate",4,"Lasioglossum_imitatum","Eusocial","Daucus_carota",1,"MR15353"
"5677","Baldpate",4,"Lasioglossum_imitatum","Eusocial","Phytolacca_americana",1,"MR15353"
"5678","Baldpate",4,"Lasioglossum_imitatum","Eusocial","Daucus_carota",2,"MR15354"
"5679","Baldpate",4,"Lasioglossum_imitatum","Eusocial","Linaria_vulgaris",1,"MR15354"
"5680","Baldpate",4,"Lasioglossum_imitatum","Eusocial","Verbascum_thapsus",1,"MR15354"
"5681","Baldpate",4,"Hylaeus_mesillae","Solitary","Pycnanthemum_tenuifolium",1,"MR15357"
"5682","Baldpate",4,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",3,"MR15358"
"5683","Baldpate",4,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",3,"MR15359"
"5684","Baldpate",4,"Hylaeus_affinis_modestus","Solitary","Hypericum_perforatum",1,"MR15359"
"5685","Baldpate",4,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",1,"MR15360"
"5686","Baldpate",4,"Hylaeus_affinis_modestus","Solitary","Hypericum_perforatum",1,"MR15360"
"5687","Baldpate",4,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",1,"MR15361"
"5688","Baldpate",4,"Hylaeus_affinis_modestus","Solitary","Hypericum_perforatum",1,"MR15361"
"5689","Baldpate",4,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",1,"MR15363"
"5690","Baldpate",4,"Hylaeus_affinis_modestus","Solitary","Hypericum_perforatum",1,"MR15363"
"5691","Baldpate",4,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",1,"MR15364"
"5692","Baldpate",4,"Augochlorella_aurata","Eusocial","Asclepias_tuberosa",3,"MR15367"
"5693","Baldpate",4,"Augochlorella_aurata","Eusocial","Rudbeckia_hirta",3,"MR15367"
"5694","Baldpate",4,"Lasioglossum_imitatum","Eusocial","Daucus_carota",3,"MR15368"
"5695","Baldpate",4,"Lasioglossum_imitatum","Eusocial","Phytolacca_americana",1,"MR15368"
"5696","Baldpate",4,"Lasioglossum_imitatum","Eusocial","Verbascum_thapsus",1,"MR15368"
"5697","Baldpate",4,"Bombus_impatiens","Eusocial","Linaria_vulgaris",1,"MR15369"
"5698","Baldpate",4,"Bombus_impatiens","Eusocial","Pycnanthemum_muticum",2,"MR15369"
"5699","Baldpate",4,"Bombus_impatiens","Eusocial","Cirsium_vulgare",1,"MR15370"
"5700","Baldpate",4,"Bombus_impatiens","Eusocial","Linaria_vulgaris",1,"MR15370"
"5701","Baldpate",4,"Bombus_impatiens","Eusocial","Rudbeckia_hirta",1,"MR15370"
"5702","Baldpate",4,"Bombus_impatiens","Eusocial","Linaria_vulgaris",1,"MR15371"
"5703","Baldpate",4,"Lasioglossum_hitchensi_weemsi","Eusocial","Cirsium_vulgare",2,"MR15372"
"5704","Baldpate",4,"Lasioglossum_hitchensi_weemsi","Eusocial","Hypericum_perforatum",1,"MR15372"
"5705","Baldpate",4,"Augochlora_pura","Solitary","Linaria_vulgaris",1,"MR15374"
"5706","Baldpate",4,"Augochlora_pura","Solitary","Phytolacca_americana",1,"MR15374"
"5707","Baldpate",4,"Augochlora_pura","Solitary","Pycnanthemum_muticum",1,"MR15374"
"5708","Baldpate",4,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",3,"MR15375"
"5709","Baldpate",4,"Hylaeus_affinis_modestus","Solitary","Hypericum_perforatum",1,"MR15375"
"5710","Baldpate",4,"Hylaeus_affinis_modestus","Solitary","Daucus_carota",1,"MR15376"
"5711","Baldpate",4,"Lasioglossum_imitatum","Eusocial","Phytolacca_americana",1,"MR15377"
"5712","Baldpate",4,"Lasioglossum_imitatum","Eusocial","Verbascum_thapsus",1,"MR15377"
"5713","Baldpate",4,"Bombus_impatiens","Eusocial","Linaria_vulgaris",1,"MR15378"
"5714","Baldpate",4,"Bombus_impatiens","Eusocial","Rudbeckia_hirta",2,"MR15378"
"5715","Baldpate",4,"Bombus_impatiens","Eusocial","Verbascum_thapsus",2,"MR15378"
"5716","Baldpate",4,"Bombus_impatiens","Eusocial","Linaria_vulgaris",2,"MR15379"
"5717","Baldpate",4,"Bombus_impatiens","Eusocial","Phytolacca_americana",1,"MR15379"
"5718","Baldpate",4,"Bombus_impatiens","Eusocial","Pycnanthemum_muticum",1,"MR15379"
